global_map_order,event_id,event_region,season_year,stage_label,week_label,day_label,match_date,match_order,game_number,team_a,team_b,winner,loser,map_name,map_mode,series_format,source_url,source_note
1,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 1,March 16th,2026-03-16,1,1,Please Not Hero Ban,Telomere,Please Not Hero Ban,Telomere,Oasis,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
2,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 1,March 16th,2026-03-16,1,2,Please Not Hero Ban,Telomere,Please Not Hero Ban,Telomere,Watchpoint: Gibraltar,Escort,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
3,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 1,March 16th,2026-03-16,1,3,Please Not Hero Ban,Telomere,Telomere,Please Not Hero Ban,Aatlis,Flashpoint,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
4,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 1,March 16th,2026-03-16,1,4,Please Not Hero Ban,Telomere,Please Not Hero Ban,Telomere,Blizzard World,Hybrid,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
5,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 1,March 16th,2026-03-16,2,1,Enter Force.36,Nyam Gaming,Enter Force.36,Nyam Gaming,Oasis,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
6,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 1,March 16th,2026-03-16,2,2,Enter Force.36,Nyam Gaming,Enter Force.36,Nyam Gaming,Aatlis,Flashpoint,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
7,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 1,March 16th,2026-03-16,2,3,Enter Force.36,Nyam Gaming,Enter Force.36,Nyam Gaming,Midtown,Hybrid,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
8,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 1,March 16th,2026-03-16,3,1,Tokyo Ta1yo's,VARREL,VARREL,Tokyo Ta1yo's,Busan,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
9,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 1,March 16th,2026-03-16,3,2,Tokyo Ta1yo's,VARREL,VARREL,Tokyo Ta1yo's,Runasapi,Push,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
10,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 1,March 16th,2026-03-16,3,3,Tokyo Ta1yo's,VARREL,VARREL,Tokyo Ta1yo's,Watchpoint: Gibraltar,Escort,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
11,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 1,March 17th,2026-03-17,4,1,Lazuli,99DIVINE,99DIVINE,Lazuli,Lijiang Tower,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
12,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 1,March 17th,2026-03-17,4,2,Lazuli,99DIVINE,99DIVINE,Lazuli,Esperança,Push,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
13,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 1,March 17th,2026-03-17,4,3,Lazuli,99DIVINE,99DIVINE,Lazuli,Watchpoint: Gibraltar,Escort,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
14,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 1,March 17th,2026-03-17,5,1,Please Not Hero Ban,VARREL,VARREL,Please Not Hero Ban,Busan,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
15,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 1,March 17th,2026-03-17,5,2,Please Not Hero Ban,VARREL,VARREL,Please Not Hero Ban,Esperança,Push,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
16,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 1,March 17th,2026-03-17,5,3,Please Not Hero Ban,VARREL,VARREL,Please Not Hero Ban,Blizzard World,Hybrid,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
17,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 1,March 17th,2026-03-17,6,1,Tokyo Ta1yo's,Nyam Gaming,Nyam Gaming,Tokyo Ta1yo's,Lijiang Tower,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
18,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 1,March 17th,2026-03-17,6,2,Tokyo Ta1yo's,Nyam Gaming,Nyam Gaming,Tokyo Ta1yo's,Havana,Escort,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
19,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 1,March 17th,2026-03-17,6,3,Tokyo Ta1yo's,Nyam Gaming,Tokyo Ta1yo's,Nyam Gaming,Aatlis,Flashpoint,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
20,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 1,March 17th,2026-03-17,6,4,Tokyo Ta1yo's,Nyam Gaming,Nyam Gaming,Tokyo Ta1yo's,Numbani,Hybrid,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
21,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 2,March 23rd,2026-03-23,7,1,Please Not Hero Ban,Lazuli,Please Not Hero Ban,Lazuli,Busan,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
22,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 2,March 23rd,2026-03-23,7,2,Please Not Hero Ban,Lazuli,Please Not Hero Ban,Lazuli,Runasapi,Push,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
23,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 2,March 23rd,2026-03-23,7,3,Please Not Hero Ban,Lazuli,Please Not Hero Ban,Lazuli,Rialto,Escort,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
24,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 2,March 23rd,2026-03-23,8,1,Tokyo Ta1yo's,99DIVINE,99DIVINE,Tokyo Ta1yo's,Oasis,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
25,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 2,March 23rd,2026-03-23,8,2,Tokyo Ta1yo's,99DIVINE,99DIVINE,Tokyo Ta1yo's,Esperança,Push,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
26,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 2,March 23rd,2026-03-23,8,3,Tokyo Ta1yo's,99DIVINE,Tokyo Ta1yo's,99DIVINE,Blizzard World,Hybrid,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
27,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 2,March 23rd,2026-03-23,8,4,Tokyo Ta1yo's,99DIVINE,99DIVINE,Tokyo Ta1yo's,Watchpoint: Gibraltar,Escort,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
28,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 2,March 23rd,2026-03-23,9,1,VARREL,Enter Force.36,VARREL,Enter Force.36,Lijiang Tower,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
29,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 2,March 23rd,2026-03-23,9,2,VARREL,Enter Force.36,Enter Force.36,VARREL,Esperança,Push,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
30,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 2,March 23rd,2026-03-23,9,3,VARREL,Enter Force.36,VARREL,Enter Force.36,Rialto,Escort,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
31,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 2,March 23rd,2026-03-23,9,4,VARREL,Enter Force.36,VARREL,Enter Force.36,Numbani,Hybrid,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
32,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 2,March 24th,2026-03-24,10,1,Telomere,Lazuli,Lazuli,Telomere,Lijiang Tower,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
33,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 2,March 24th,2026-03-24,10,2,Telomere,Lazuli,Lazuli,Telomere,Numbani,Hybrid,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
34,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 2,March 24th,2026-03-24,10,3,Telomere,Lazuli,Lazuli,Telomere,Runasapi,Push,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
35,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 2,March 24th,2026-03-24,11,1,Tokyo Ta1yo's,Please Not Hero Ban,Please Not Hero Ban,Tokyo Ta1yo's,Oasis,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
36,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 2,March 24th,2026-03-24,11,2,Tokyo Ta1yo's,Please Not Hero Ban,Tokyo Ta1yo's,Please Not Hero Ban,Suravasa,Flashpoint,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
37,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 2,March 24th,2026-03-24,11,3,Tokyo Ta1yo's,Please Not Hero Ban,Tokyo Ta1yo's,Please Not Hero Ban,Blizzard World,Hybrid,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
38,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 2,March 24th,2026-03-24,11,4,Tokyo Ta1yo's,Please Not Hero Ban,Please Not Hero Ban,Tokyo Ta1yo's,Rialto,Escort,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
39,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 2,March 24th,2026-03-24,11,5,Tokyo Ta1yo's,Please Not Hero Ban,Please Not Hero Ban,Tokyo Ta1yo's,Esperança,Push,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
40,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 2,March 24th,2026-03-24,12,1,99DIVINE,Enter Force.36,Enter Force.36,99DIVINE,Oasis,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
41,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 2,March 24th,2026-03-24,12,2,99DIVINE,Enter Force.36,Enter Force.36,99DIVINE,Esperança,Push,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
42,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 2,March 24th,2026-03-24,12,3,99DIVINE,Enter Force.36,Enter Force.36,99DIVINE,Watchpoint: Gibraltar,Escort,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
43,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 3,March 30th,2026-03-30,13,1,99DIVINE,Please Not Hero Ban,Please Not Hero Ban,99DIVINE,Busan,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
44,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 3,March 30th,2026-03-30,13,2,99DIVINE,Please Not Hero Ban,99DIVINE,Please Not Hero Ban,Rialto,Escort,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
45,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 3,March 30th,2026-03-30,13,3,99DIVINE,Please Not Hero Ban,Please Not Hero Ban,99DIVINE,Esperança,Push,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
46,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 3,March 30th,2026-03-30,13,4,99DIVINE,Please Not Hero Ban,Please Not Hero Ban,99DIVINE,Midtown,Hybrid,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
47,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 3,March 30th,2026-03-30,14,1,Telomere,Enter Force.36,Enter Force.36,Telomere,Lijiang Tower,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
48,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 3,March 30th,2026-03-30,14,2,Telomere,Enter Force.36,Enter Force.36,Telomere,Aatlis,Flashpoint,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
49,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 3,March 30th,2026-03-30,14,3,Telomere,Enter Force.36,Enter Force.36,Telomere,Blizzard World,Hybrid,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
50,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 3,March 30th,2026-03-30,15,1,VARREL,Nyam Gaming,VARREL,Nyam Gaming,Busan,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
51,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 3,March 30th,2026-03-30,15,2,VARREL,Nyam Gaming,VARREL,Nyam Gaming,Aatlis,Flashpoint,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
52,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 3,March 30th,2026-03-30,15,3,VARREL,Nyam Gaming,VARREL,Nyam Gaming,Havana,Escort,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
53,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 3,March 31st,2026-03-31,16,1,VARREL,Lazuli,VARREL,Lazuli,Oasis,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
54,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 3,March 31st,2026-03-31,16,2,VARREL,Lazuli,VARREL,Lazuli,Numbani,Hybrid,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
55,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 3,March 31st,2026-03-31,16,3,VARREL,Lazuli,VARREL,Lazuli,Havana,Escort,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
56,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 3,March 31st,2026-03-31,17,1,Telomere,Nyam Gaming,Nyam Gaming,Telomere,Busan,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
57,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 3,March 31st,2026-03-31,17,2,Telomere,Nyam Gaming,Nyam Gaming,Telomere,Watchpoint: Gibraltar,Escort,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
58,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 3,March 31st,2026-03-31,17,3,Telomere,Nyam Gaming,Telomere,Nyam Gaming,Aatlis,Flashpoint,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
59,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 3,March 31st,2026-03-31,17,4,Telomere,Nyam Gaming,Nyam Gaming,Telomere,Numbani,Hybrid,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
60,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 3,March 31st,2026-03-31,18,1,Enter Force.36,Tokyo Ta1yo's,Tokyo Ta1yo's,Enter Force.36,Lijiang Tower,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
61,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 3,March 31st,2026-03-31,18,2,Enter Force.36,Tokyo Ta1yo's,Tokyo Ta1yo's,Enter Force.36,Esperança,Push,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
62,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 3,March 31st,2026-03-31,18,3,Enter Force.36,Tokyo Ta1yo's,Enter Force.36,Tokyo Ta1yo's,Watchpoint: Gibraltar,Escort,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
63,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 3,March 31st,2026-03-31,18,4,Enter Force.36,Tokyo Ta1yo's,Enter Force.36,Tokyo Ta1yo's,Blizzard World,Hybrid,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
64,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 3,March 31st,2026-03-31,18,5,Enter Force.36,Tokyo Ta1yo's,Tokyo Ta1yo's,Enter Force.36,Suravasa,Flashpoint,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
65,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 4,April 6th,2026-04-06,19,1,99DIVINE,Nyam Gaming,Nyam Gaming,99DIVINE,Lijiang Tower,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
66,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 4,April 6th,2026-04-06,19,2,99DIVINE,Nyam Gaming,99DIVINE,Nyam Gaming,Blizzard World,Hybrid,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
67,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 4,April 6th,2026-04-06,19,3,99DIVINE,Nyam Gaming,99DIVINE,Nyam Gaming,Suravasa,Flashpoint,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
68,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 4,April 6th,2026-04-06,19,4,99DIVINE,Nyam Gaming,99DIVINE,Nyam Gaming,Rialto,Escort,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
69,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 4,April 6th,2026-04-06,20,1,VARREL,Telomere,VARREL,Telomere,Busan,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
70,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 4,April 6th,2026-04-06,20,2,VARREL,Telomere,VARREL,Telomere,Rialto,Escort,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
71,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 4,April 6th,2026-04-06,20,3,VARREL,Telomere,VARREL,Telomere,Runasapi,Push,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
72,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 4,April 6th,2026-04-06,21,1,Lazuli,Enter Force.36,Enter Force.36,Lazuli,Oasis,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
73,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 4,April 6th,2026-04-06,21,2,Lazuli,Enter Force.36,Enter Force.36,Lazuli,Runasapi,Push,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
74,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 4,April 6th,2026-04-06,21,3,Lazuli,Enter Force.36,Enter Force.36,Lazuli,Havana,Escort,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
75,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 4,April 7th,2026-04-07,22,1,Please Not Hero Ban,Nyam Gaming,Please Not Hero Ban,Nyam Gaming,Oasis,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
76,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 4,April 7th,2026-04-07,22,2,Please Not Hero Ban,Nyam Gaming,Please Not Hero Ban,Nyam Gaming,Aatlis,Flashpoint,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
77,owcs_2026_asia_s1_japan,japan,2026,Stage 1,Week 4,April 7th,2026-04-07,22,3,Please Not Hero Ban,Nyam Gaming,Please Not Hero Ban,Nyam Gaming,Rialto,Escort,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
